IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP1;IP_PROP2;IP_PROP10;IP_PROP32;IP_PROP26;IP_PROP41;IP_PROP29;IP_PROP40;IP_PROP33;IP_PROP39;IP_PROP35;IP_PROP25;IP_PROP46;IP_PROP38;IP_PROP31;IP_PROP36;IP_PROP30;IP_PROP23;IP_PROP21;IP_PROP22;IP_PROP24;IC_GROUP0;IC_GROUP1;IC_GROUP2
1;Маска для гладкости и шелковистости для домашнего ухода Mask S (Silky);1;Y;09.10.2018 21:48;;/tovary/150400290-01.jpg;Маска для гладкости и шелковистости для домашнего ухода Mask S (Silky);text;/tovary/150400290-01.jpg;Маска для гладкости и шелковистости для домашнего ухода Mask S (Silky);;Maska dlya gladkosti i shelkovistosti dlya domashnego uhoda Mask S (Silky);;;150400290-01;800;;DEMI;;;;;;;;;50;;;;;;;;;Для волос;Гладкость;
2;Маска увлажняющая для домашнего ухода Mask A (Aqua);2;Y;09.10.2018 21:48;;/tovary/150400291-01.jpg;Маска увлажняющая для домашнего ухода Mask A (Aqua);text;/tovary/150400291-01.jpg;Маска увлажняющая для домашнего ухода Mask A (Aqua);;Maska uvlazhnyayushchaya dlya domashnego uhoda Mask A (Aqua);;;150400291-01;800;;DEMI;;;;;;;;;50;;;;;;;;;Для волос;Увлажнение;
3;Маска уплотняющая для домашнего ухода Mask G (Guard);3;Y;09.10.2018 21:48;;/tovary/150400292-01.jpg;Маска уплотняющая для домашнего ухода Mask G (Guard);text;/tovary/150400292-01.jpg;Маска уплотняющая для домашнего ухода Mask G (Guard);;Maska uplotnyayushchaya dlya domashnego uhoda Mask G (Guard);;;150400292-01;800;;DEMI;;;;;;;;;50;;;;;;;;;Для волос;Плотность;
4;Шампунь - восстановление липидов и влаги CMC Repair Shampoo ;4;Y;09.10.2018 21:48;;/tovary/150301175-01.jpg;Шампунь - восстановление липидов и влаги CMC Repair Shampoo ;text;/tovary/150301175-01.jpg;Шампунь - восстановление липидов и влаги CMC Repair Shampoo ;;SHampun - vosstanovlenie lipidov i vlagi CMC Repair Shampoo ;;;150301175-01;1250;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Восстановление;
5;Тритмент - восстановление липидов и влаги CMC Repair Treatment;5;Y;09.10.2018 21:48;;/tovary/150400274-01.jpg;Тритмент - восстановление липидов и влаги CMC Repair Treatment;text;/tovary/150400274-01.jpg;Тритмент - восстановление липидов и влаги CMC Repair Treatment;;Tritment - vosstanovlenie lipidov i vlagi CMC Repair Treatment;;;150400274-01;1750;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Восстановление;
6;Маска - глубокое восстановление липидов и влаги CMC Repair Treatment DEEP;6;Y;09.10.2018 21:48;;/tovary/150400277-01.jpg;Маска - глубокое восстановление липидов и влаги CMC Repair Treatment DEEP;text;/tovary/150400277-01.jpg;Маска - глубокое восстановление липидов и влаги CMC Repair Treatment DEEP;;Maska - glubokoe vosstanovlenie lipidov i vlagi CMC Repair Treatment DEEP;;;150400277-01;1750;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Восстановление;
7;Шампунь - восстановление кератина CX Repair Shampoo ;7;Y;09.10.2018 21:48;;/tovary/150301176-01.jpg;Шампунь - восстановление кератина CX Repair Shampoo ;text;/tovary/150301176-01.jpg;Шампунь - восстановление кератина CX Repair Shampoo ;;SHampun - vosstanovlenie keratina CX Repair Shampoo ;;;150301176-01;1250;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Восстановление;
8;Тритмент - восстановление кератина CX Repair Treatment;8;Y;09.10.2018 21:48;;/tovary/150400280-01.jpg;Тритмент - восстановление кератина CX Repair Treatment;text;/tovary/150400280-01.jpg;Тритмент - восстановление кератина CX Repair Treatment;;Tritment - vosstanovlenie keratina CX Repair Treatment;;;150400280-01;1750;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Восстановление;
9;Маска - глубокое восстановление кератина CX Repair Treatment DEEP;9;Y;09.10.2018 21:48;;/tovary/150400283-01.jpg;Маска - глубокое восстановление кератина CX Repair Treatment DEEP;text;/tovary/150400283-01.jpg;Маска - глубокое восстановление кератина CX Repair Treatment DEEP;;Maska - glubokoe vosstanovlenie keratina CX Repair Treatment DEEP;;;150400283-01;1750;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Восстановление;
10;Шампунь для придания гладкости волосам Shampoo Smooth;10;Y;09.10.2018 21:48;;/tovary/150300983-01.jpg;Шампунь для придания гладкости волосам Shampoo Smooth;text;/tovary/150300983-01.jpg;Шампунь для придания гладкости волосам Shampoo Smooth;;SHampun dlya pridaniya gladkosti volosam Shampoo Smooth;;;150300983-01;1100;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Гладкость;
11;Маска для придания гладкости волосам Treatment Smooth;11;Y;09.10.2018 21:48;;/tovary/150300987-01.jpg;Маска для придания гладкости волосам Treatment Smooth;text;/tovary/150300987-01.jpg;Маска для придания гладкости волосам Treatment Smooth;;Maska dlya pridaniya gladkosti volosam Treatment Smooth;;;150300987-01;1800;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Гладкость;
12;Шампунь увлажняющий Shampoo Moisture;12;Y;09.10.2018 21:48;;/tovary/150300984-01.jpg;Шампунь увлажняющий Shampoo Moisture;text;/tovary/150300984-01.jpg;Шампунь увлажняющий Shampoo Moisture;;SHampun uvlazhnyayushchij Shampoo Moisture;;;150300984-01;1100;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
13;Маска увлажняющая Treatment Moisture;13;Y;09.10.2018 21:48;;/tovary/150300988-01.jpg;Маска увлажняющая Treatment Moisture;text;/tovary/150300988-01.jpg;Маска увлажняющая Treatment Moisture;;Maska uvlazhnyayushchaya Treatment Moisture;;;150300988-01;1800;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
14;Шампунь для дисциплинирования (уплотнения) волос Shampoo Extra;14;Y;09.10.2018 21:48;;/tovary/150300985-01.jpg;Шампунь для дисциплинирования (уплотнения) волос Shampoo Extra;text;/tovary/150300985-01.jpg;Шампунь для дисциплинирования (уплотнения) волос Shampoo Extra;;SHampun dlya disciplinirovaniya (uplotneniya) volos Shampoo Extra;;;150300985-01;1100;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Плотность;
15;Шампунь для частого использования Calmly Wash;15;Y;09.10.2018 21:48;;/tovary/150300986-01.jpg;Шампунь для частого использования Calmly Wash;text;/tovary/150300986-01.jpg;Шампунь для частого использования Calmly Wash;;SHampun dlya chastogo ispolzovaniya Calmly Wash;;;150300986-01;1550;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
16;Маска для глубокого восстановления Mask ;16;Y;09.10.2018 21:48;;/tovary/150300989-01.jpg;Маска для глубокого восстановления Mask ;text;/tovary/150300989-01.jpg;Маска для глубокого восстановления Mask ;;Maska dlya glubokogo vosstanovleniya Mask ;;;150300989-01;2100;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Восстановление;
17;Шампунь увлажняющий с цветочным ароматом ISLAND FLOWER Shampoo (Остров цветов);17;Y;09.10.2018 21:48;;/tovary/150301327-01.jpg;Шампунь увлажняющий с цветочным ароматом ISLAND FLOWER Shampoo (Остров цветов);text;/tovary/150301327-01.jpg;Шампунь увлажняющий с цветочным ароматом ISLAND FLOWER Shampoo (Остров цветов);;SHampun uvlazhnyayushchij s cvetochnym aromatom ISLAND FLOWER Shampoo (Ostrov cvetov);;;150301327-01;1050;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
18;Тритмент увлажняющий и питающий с цветочным ароматом ISLAND FLOWER Hair Treatment (Остров цветов);18;Y;09.10.2018 21:48;;/tovary/150400539-01.jpg;Тритмент увлажняющий и питающий с цветочным ароматом ISLAND FLOWER Hair Treatment (Остров цветов);text;/tovary/150400539-01.jpg;Тритмент увлажняющий и питающий с цветочным ароматом ISLAND FLOWER Hair Treatment (Остров цветов);;Tritment uvlazhnyayushchij i pitayushchij s cvetochnym aromatom ISLAND FLOWER Hair Treatment (Ostrov cvetov);;;150400539-01;1450;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
19;Маска увлажняющая и питающая с цветочным ароматом ISLAND FLOWER Mask (Остров цветов);19;Y;09.10.2018 21:48;;/tovary/150400555-01.jpg;Маска увлажняющая и питающая с цветочным ароматом ISLAND FLOWER Mask (Остров цветов);text;/tovary/150400555-01.jpg;Маска увлажняющая и питающая с цветочным ароматом ISLAND FLOWER Mask (Остров цветов);;Maska uvlazhnyayushchaya i pitayushchaya s cvetochnym aromatom ISLAND FLOWER Mask (Ostrov cvetov);;;150400555-01;1550;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
20;Шампунь увлажняющий с цветочно-древесным ароматом HEAVENS BIRD Shampoo (Райская птица);20;Y;09.10.2018 21:48;;/tovary/150301328-01.jpg;Шампунь увлажняющий с цветочно-древесным ароматом HEAVENS BIRD Shampoo (Райская птица);text;/tovary/150301328-01.jpg;Шампунь увлажняющий с цветочно-древесным ароматом HEAVENS BIRD Shampoo (Райская птица);;SHampun uvlazhnyayushchij s cvetochno-drevesnym aromatom HEAVENS BIRD Shampoo (Rajskaya ptica);;;150301328-01;1050;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
21;Тритмент увлажняющий и питающий с цветочно-древесным ароматом HEAVENS BIRD Hair Treatment (Райская птица);21;Y;09.10.2018 21:48;;/tovary/150400543-01.jpg;Тритмент увлажняющий и питающий с цветочно-древесным ароматом HEAVENS BIRD Hair Treatment (Райская птица);text;/tovary/150400543-01.jpg;Тритмент увлажняющий и питающий с цветочно-древесным ароматом HEAVENS BIRD Hair Treatment (Райская птица);;Tritment uvlazhnyayushchij i pitayushchij s cvetochno-drevesnym aromatom HEAVENS BIRD Hair Treatment (Rajskaya ptica);;;150400543-01;1450;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
22;Маска увлажняющая и питающая с цветочно-древесным ароматом HEAVENS BIRD Mask (Райская птица);22;Y;09.10.2018 21:48;;/tovary/150400556-01.jpg;Маска увлажняющая и питающая с цветочно-древесным ароматом HEAVENS BIRD Mask (Райская птица);text;/tovary/150400556-01.jpg;Маска увлажняющая и питающая с цветочно-древесным ароматом HEAVENS BIRD Mask (Райская птица);;Maska uvlazhnyayushchaya i pitayushchaya s cvetochno-drevesnym aromatom HEAVENS BIRD Mask (Rajskaya ptica);;;150400556-01;1550;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
23;Шампунь увлажняющий с восточным ароматом MYSTERIOUS WIND Shampoo (Таинственный ветер);23;Y;09.10.2018 21:48;;/tovary/150301329-01.jpg;Шампунь увлажняющий с восточным ароматом MYSTERIOUS WIND Shampoo (Таинственный ветер);text;/tovary/150301329-01.jpg;Шампунь увлажняющий с восточным ароматом MYSTERIOUS WIND Shampoo (Таинственный ветер);;SHampun uvlazhnyayushchij s vostochnym aromatom MYSTERIOUS WIND Shampoo (Tainstvennyj veter);;;150301329-01;1050;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Питание;
24;Тритмент увлажняющий и питающий с восточным ароматом MYSTERIOUS WIND Hair Treatment (Таинственный ветер);24;Y;09.10.2018 21:48;;/tovary/150400547-01.jpg;Тритмент увлажняющий и питающий с восточным ароматом MYSTERIOUS WIND Hair Treatment (Таинственный ветер);text;/tovary/150400547-01.jpg;Тритмент увлажняющий и питающий с восточным ароматом MYSTERIOUS WIND Hair Treatment (Таинственный ветер);;Tritment uvlazhnyayushchij i pitayushchij s vostochnym aromatom MYSTERIOUS WIND Hair Treatment (Tainstvennyj veter);;;150400547-01;1450;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Питание;
25;Маска увлажняющая и питающая с восточным ароматом MYSTERIOUS WIND Mask (Таинственный ветер);25;Y;09.10.2018 21:48;;/tovary/150400557-01.jpg;Маска увлажняющая и питающая с восточным ароматом MYSTERIOUS WIND Mask (Таинственный ветер);text;/tovary/150400557-01.jpg;Маска увлажняющая и питающая с восточным ароматом MYSTERIOUS WIND Mask (Таинственный ветер);;Maska uvlazhnyayushchaya i pitayushchaya s vostochnym aromatom MYSTERIOUS WIND Mask (Tainstvennyj veter);;;150400557-01;1550;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Питание;
26;Шампунь увлажняющий с цветочно-освежающим ароматом FROZEN MOON Shampoo (Холодная луна);26;Y;09.10.2018 21:48;;/tovary/150301330-01.jpg;Шампунь увлажняющий с цветочно-освежающим ароматом FROZEN MOON Shampoo (Холодная луна);text;/tovary/150301330-01.jpg;Шампунь увлажняющий с цветочно-освежающим ароматом FROZEN MOON Shampoo (Холодная луна);;SHampun uvlazhnyayushchij s cvetochno-osvezhayushchim aromatom FROZEN MOON Shampoo (Holodnaya luna);;;150301330-01;1050;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
27;Тритмент увлажняющий и питающий с цветочно-освежающим ароматом FROZEN MOON Hair Treatment (Холодная луна);27;Y;09.10.2018 21:48;;/tovary/150400551-01.jpg;Тритмент увлажняющий и питающий с цветочно-освежающим ароматом FROZEN MOON Hair Treatment (Холодная луна);text;/tovary/150400551-01.jpg;Тритмент увлажняющий и питающий с цветочно-освежающим ароматом FROZEN MOON Hair Treatment (Холодная луна);;Tritment uvlazhnyayushchij i pitayushchij s cvetochno-osvezhayushchim aromatom FROZEN MOON Hair Treatment (Holodnaya luna);;;150400551-01;1450;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
28;Маска увлажняющая и питающая с цветочно-освежающим ароматом  FROZEN MOON Mask (Холодная луна);28;Y;09.10.2018 21:48;;/tovary/150400558-01.jpg;Маска увлажняющая и питающая с цветочно-освежающим ароматом  FROZEN MOON Mask (Холодная луна);text;/tovary/150400558-01.jpg;Маска увлажняющая и питающая с цветочно-освежающим ароматом  FROZEN MOON Mask (Холодная луна);;Maska uvlazhnyayushchaya i pitayushchaya s cvetochno-osvezhayushchim aromatom  FROZEN MOON Mask (Holodnaya luna);;;150400558-01;1550;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
29;Шампунь освежающий с фруктовым ароматом MILKY DREAM Shampoo (Млечный путь);29;Y;09.10.2018 21:48;;/tovary/150301531-01.jpg;Шампунь освежающий с фруктовым ароматом MILKY DREAM Shampoo (Млечный путь);text;/tovary/150301531-01.jpg;Шампунь освежающий с фруктовым ароматом MILKY DREAM Shampoo (Млечный путь);;SHampun osvezhayushchij s fruktovym aromatom MILKY DREAM Shampoo (Mlechnyj put);;;150301531-01;1300;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
30;Маска освежающая и питающая с фруктовым ароматом MILKY DREAM Hair Treatment (Млечный путь);30;Y;09.10.2018 21:48;;/tovary/150400721-01.jpg;Маска освежающая и питающая с фруктовым ароматом MILKY DREAM Hair Treatment (Млечный путь);text;/tovary/150400721-01.jpg;Маска освежающая и питающая с фруктовым ароматом MILKY DREAM Hair Treatment (Млечный путь);;Maska osvezhayushchaya i pitayushchaya s fruktovym aromatom MILKY DREAM Hair Treatment (Mlechnyj put);;;150400721-01;1850;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
31;Защитный лак-спрей с фруктовым ароматом MILKY DREAM UV Cut Spray (Млечный путь) SPF 50+, PA+++;31;Y;09.10.2018 21:48;;/tovary/150400727-01.jpg;Защитный лак-спрей с фруктовым ароматом MILKY DREAM UV Cut Spray (Млечный путь) SPF 50+, PA+++;text;/tovary/150400727-01.jpg;Защитный лак-спрей с фруктовым ароматом MILKY DREAM UV Cut Spray (Млечный путь) SPF 50+, PA+++;;Zashchitnyj lak-sprej s fruktovym aromatom MILKY DREAM UV Cut Spray (Mlechnyj put) SPF 50+, PA+++;;;150400727-01;1550;;DEMI;;;;;;;;;80;;;;;;;;;Для волос;Фиксация;
32;Освежающая лак-пена д/кожи головы с фруктовым ароматом MILKY DREAM Refresher (Млечный путь);32;Y;09.10.2018 21:48;;/tovary/150400728-01.jpg;Освежающая лак-пена д/кожи головы с фруктовым ароматом MILKY DREAM Refresher (Млечный путь);text;/tovary/150400728-01.jpg;Освежающая лак-пена д/кожи головы с фруктовым ароматом MILKY DREAM Refresher (Млечный путь);;Osvezhayushchaya lak-pena d/kozhi golovy s fruktovym aromatom MILKY DREAM Refresher (Mlechnyj put);;;150400728-01;1700;;DEMI;;;;;;;;;140;;;;;;;;;Для волос;Увлажнение;
33;Шампунь освежающий с цитрусово-фруктовым ароматом ICE POLARIS Shampoo (Полярная звезда);33;Y;09.10.2018 21:48;;/tovary/150301532-01.jpg;Шампунь освежающий с цитрусово-фруктовым ароматом ICE POLARIS Shampoo (Полярная звезда);text;/tovary/150301532-01.jpg;Шампунь освежающий с цитрусово-фруктовым ароматом ICE POLARIS Shampoo (Полярная звезда);;SHampun osvezhayushchij s citrusovo-fruktovym aromatom ICE POLARIS Shampoo (Polyarnaya zvezda);;;150301532-01;1300;;DEMI;;;;;;;;;250;;;;;;;;;Для волос;Увлажнение;
34;Маска освежающая и питающая с цитрусово-фруктовым ароматом ICE POLARIS Hair Treatment  (Полярная звезда);34;Y;09.10.2018 21:48;;/tovary/150400724-01.jpg;Маска освежающая и питающая с цитрусово-фруктовым ароматом ICE POLARIS Hair Treatment  (Полярная звезда);text;/tovary/150400724-01.jpg;Маска освежающая и питающая с цитрусово-фруктовым ароматом ICE POLARIS Hair Treatment  (Полярная звезда);;Maska osvezhayushchaya i pitayushchaya s citrusovo-fruktovym aromatom ICE POLARIS Hair Treatment  (Polyarnaya zvezda);;;150400724-01;1850;;DEMI;;;;;;;;;240;;;;;;;;;Для волос;Увлажнение;
35;Защитный лак-спрей с цитрусово-фруктовым ароматом ICE POLARIS UV Cut Spray (Полярная звезда) SPF 50+, PA+++;35;Y;09.10.2018 21:48;;/tovary/150400729-01.jpg;Защитный лак-спрей с цитрусово-фруктовым ароматом ICE POLARIS UV Cut Spray (Полярная звезда) SPF 50+, PA+++;text;/tovary/150400729-01.jpg;Защитный лак-спрей с цитрусово-фруктовым ароматом ICE POLARIS UV Cut Spray (Полярная звезда) SPF 50+, PA+++;;Zashchitnyj lak-sprej s citrusovo-fruktovym aromatom ICE POLARIS UV Cut Spray (Polyarnaya zvezda) SPF 50+, PA+++;;;150400729-01;1550;;DEMI;;;;;;;;;80;;;;;;;;;Для волос;Фиксация;
36;Освежающая лак-пена д/кожи головы с цитрусово-фруктовым ароматом ICE POLARIS Refresher (Полярная звезда);36;Y;09.10.2018 21:48;;/tovary/150400730-01.jpg;Освежающая лак-пена д/кожи головы с цитрусово-фруктовым ароматом ICE POLARIS Refresher (Полярная звезда);text;/tovary/150400730-01.jpg;Освежающая лак-пена д/кожи головы с цитрусово-фруктовым ароматом ICE POLARIS Refresher (Полярная звезда);;Osvezhayushchaya lak-pena d/kozhi golovy s citrusovo-fruktovym aromatom ICE POLARIS Refresher (Polyarnaya zvezda);;;150400730-01;1700;;DEMI;;;;;;;;;140;;;;;;;;;Для волос;Увлажнение;
37;Масло восстанавливающее для волос и тела Arcanicion EXTRA;37;Y;09.10.2018 21:48;;/tovary/150400511-01.jpg;Масло восстанавливающее для волос и тела Arcanicion EXTRA;text;/tovary/150400511-01.jpg;Масло восстанавливающее для волос и тела Arcanicion EXTRA;;Maslo vosstanavlivayushchee dlya volos i tela Arcanicion EXTRA;;;150400511-01;2900;;DEMI;;;;;;;;;80;;;;;;;;;Для волос;Масло Для Волос;
38;Масло уплотняющее SMOOTH;38;Y;09.10.2018 21:48;;/tovary/150400512-01.jpg;Масло уплотняющее SMOOTH;text;/tovary/150400512-01.jpg;Масло уплотняющее SMOOTH;;Maslo uplotnyayushchee SMOOTH;;;150400512-01;2300;;DEMI;;;;;;;;;100;;;;;;;;;Для волос;Масло Для Волос;
39;Масло увлажняющее Iceberg MOIST;39;Y;09.10.2018 21:48;;/tovary/150400513-01.jpg;Масло увлажняющее Iceberg MOIST;text;/tovary/150400513-01.jpg;Масло увлажняющее Iceberg MOIST;;Maslo uvlazhnyayushchee Iceberg MOIST;;;150400513-01;2300;;DEMI;;;;;;;;;100;;;;;;;;;Для волос;Масло Для Волос;
40;Пена для создания объёма волос PURE Foam;40;Y;09.10.2018 21:48;;/tovary/150301224-01.jpg;Пена для создания объёма волос PURE Foam;text;/tovary/150301224-01.jpg;Пена для создания объёма волос PURE Foam;;Pena dlya sozdaniya obyoma volos PURE Foam;;;150301224-01;1950;;DEMI;;;;;;;;;150;;;;;;;;;Для волос;Объем;
41;Масло питательное RELAXING Oil Care;41;Y;09.10.2018 21:48;;/tovary/150400347-01.jpg;Масло питательное RELAXING Oil Care;text;/tovary/150400347-01.jpg;Масло питательное RELAXING Oil Care;;Maslo pitatelnoe RELAXING Oil Care;;;150400347-01;1750;;DEMI;;;;;;;;;95;;;;;;;;;Для волос;Масло Для Волос;
42;Молочко увлажняющее RELAXING Milk Care;42;Y;09.10.2018 21:48;;/tovary/150400348-01.jpg;Молочко увлажняющее RELAXING Milk Care;text;/tovary/150400348-01.jpg;Молочко увлажняющее RELAXING Milk Care;;Molochko uvlazhnyayushchee RELAXING Milk Care;;;150400348-01;1750;;DEMI;;;;;;;;;95;;;;;;;;;Для волос;Увлажнение;
43;Молочко-крем дисциплинирующее RELAXING Cream Care;43;Y;09.10.2018 21:48;;/tovary/150400349-01.jpg;Молочко-крем дисциплинирующее RELAXING Cream Care;text;/tovary/150400349-01.jpg;Молочко-крем дисциплинирующее RELAXING Cream Care;;Molochko-krem discipliniruyushchee RELAXING Cream Care;;;150400349-01;1750;;DEMI;;;;;;;;;100;;;;;;;;;Для волос;Кудри И Локоны;
44;Лосьон для защиты кожи рук PURE Hand Lotion;44;Y;09.10.2018 21:48;;/tovary/150400514-01.jpg;Лосьон для защиты кожи рук PURE Hand Lotion;text;/tovary/150400514-01.jpg;Лосьон для защиты кожи рук PURE Hand Lotion;;Loson dlya zashchity kozhi ruk PURE Hand Lotion;;;150400514-01;1600;;DEMI;;;;;;;;;100;;;;;;;;;Для волос;Для Рук;
45;Масло для защиты кожи рук RELAXING Hand Butter;45;Y;09.10.2018 21:48;;/tovary/150400515-01.jpg;Масло для защиты кожи рук RELAXING Hand Butter;text;/tovary/150400515-01.jpg;Масло для защиты кожи рук RELAXING Hand Butter;;Maslo dlya zashchity kozhi ruk RELAXING Hand Butter;;;150400515-01;1750;;DEMI;;;;;;;;;60;;;;;;;;;Для волос;Для Ног;
46;Лак для укладки волос сильной фиксации Hard Up;46;Y;09.10.2018 21:48;;/tovary/150400097-02.jpg;Лак для укладки волос сильной фиксации Hard Up;text;/tovary/150400097-02.jpg;Лак для укладки волос сильной фиксации Hard Up;;Lak dlya ukladki volos silnoj fiksacii Hard Up;;;150400097-02;1200;;DEMI;;;;;;;;;190;;;;;;;;;Для волос;Фиксация;
47;Лак для укладки волос средней фиксации Hold Spray;47;Y;09.10.2018 21:48;;/tovary/150400098-02.jpg;Лак для укладки волос средней фиксации Hold Spray;text;/tovary/150400098-02.jpg;Лак для укладки волос средней фиксации Hold Spray;;Lak dlya ukladki volos srednej fiksacii Hold Spray;;;150400098-02;1200;;DEMI;;;;;;;;;190;;;;;;;;;Для волос;Фиксация;
48;Лак для укладки волос без степени фиксации Smooth Coat;48;Y;09.10.2018 21:48;;/tovary/150400099-02.jpg;Лак для укладки волос без степени фиксации Smooth Coat;text;/tovary/150400099-02.jpg;Лак для укладки волос без степени фиксации Smooth Coat;;Lak dlya ukladki volos bez stepeni fiksacii Smooth Coat;;;150400099-02;1200;;DEMI;;;;;;;;;190;;;;;;;;;Для волос;Фиксация;
49;РЕЗИСТАНС Суан 1 180мл;49;Y;09.10.2018 21:48;;/tovary/E2683800.jpg;Уход для услуги Экстенционист, 10 х 18 мл;text;/tovary/E2683800.jpg;Уход для услуги Экстенционист, 10 х 18 мл;;REZISTANS Suan 1 180ml;;;E2683800;5500;;Kerastase;;;;;;;;;1;;;;;;;;;Для волос;Питание;
50;РЕЗИСТАНС Экстенционист ШВ 250мл;50;Y;09.10.2018 21:48;;/tovary/E2678500.jpg;Шампунь для ухода за волосами в процессе их роста;text;/tovary/E2678500.jpg;Шампунь для ухода за волосами в процессе их роста;;REZISTANS EHkstencionist SHV 250ml;;;E2678500;2200;;Kerastase;;;;;;;;;250;;;;;;;;;Для волос;Питание;
51;РЕЗИСТАНС Экстенцион Молочко 200мл;51;Y;09.10.2018 21:48;;/tovary/E2681000.jpg;Молочко для ухода за волосами в процессе их роста;text;/tovary/E2681000.jpg;Молочко для ухода за волосами в процессе их роста;;REZISTANS EHkstencion Molochko 200ml;;;E2681000;3350;;Kerastase;;;;;;;;;200;;;;;;;;;Для волос;Питание;
52;РЕЗИСТАНС Экстенционист Маска 200мл;52;Y;09.10.2018 21:48;;/tovary/E2683400.jpg;Маска для ухода за волосами в процессе их роста;text;/tovary/E2683400.jpg;Маска для ухода за волосами в процессе их роста;;REZISTANS EHkstencionist Maska 200ml;;;E2683400;3750;;Kerastase;;;;;;;;;200;;;;;;;;;Для волос;Питание;
53;РЕЗИСТАНС Экстенц Сыворотка 50мл;53;Y;09.10.2018 21:48;;/tovary/E2755200.jpg;Сыворотка для ухода за волосами в процессе их роста;text;/tovary/E2755200.jpg;Сыворотка для ухода за волосами в процессе их роста;;REZISTANS EHkstenc Syvorotka 50ml;;;E2755200;3400;;Kerastase;;;;;;;;;50;;;;;;;;;Для волос;Несмываемый Уход;
54;СОЛЕЙ Шампунь-ванна 250мл;54;Y;09.10.2018 21:48;;/tovary/E2450700.jpg;Восстанавливающий шампунь-ванна после солнца;text;/tovary/E2450700.jpg;Восстанавливающий шампунь-ванна после солнца;;SOLEJ SHampun-vanna 250ml;;;E2450700;2200;;Kerastase;;;;;;;;;250;;;;;;;;;Для волос;Солнечная Линия;
55;СОЛЕЙ Маска 200мл;55;Y;09.10.2018 21:48;;/tovary/E2450800.jpg;Восстанавливающая маска после солнца;text;/tovary/E2450800.jpg;Восстанавливающая маска после солнца;;SOLEJ Maska 200ml;;;E2450800;3750;;Kerastase;;;;;;;;;200;;;;;;;;;Для волос;Солнечная Линия;
56;СОЛ Микро-Вуаль 125МЛ V058;56;Y;09.10.2018 21:48;;/tovary/E0849501.jpg;Защитная формула от уф излучения;text;/tovary/E0849501.jpg;Защитная формула от уф излучения;;SOL Mikro-Vual 125ML V058;;;E0849501;3000;;Kerastase;;;;;;;;;125;;;;;;;;;Для волос;Солнечная Линия;
57;Набор Детокс чувств ШВ+маска;57;Y;09.10.2018 21:48;;/tovary/URU06762.jpg;Набор Гармония, специальная цена;text;/tovary/URU06762.jpg;Набор Гармония, специальная цена;;Nabor Detoks chuvstv SHV+maska;;;URU06762;5150;;Kerastase;;;;;;;;;1;;;;;;;;;Для волос;Для Кожи Головы;
58;Набор Детокс Жирн ШВ+вип;58;Y;09.10.2018 21:48;;/tovary/URU06761.jpg;Набор Очищение, специальная цена;text;/tovary/URU06761.jpg;Набор Очищение, специальная цена;;Nabor Detoks ZHirn SHV+vip;;;URU06761;3700;;Kerastase;;;;;;;;;1;;;;;;;;;Для волос;Для Кожи Головы;
