IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP1;IP_PROP2;IP_PROP10;IP_PROP32;IP_PROP26;IP_PROP41;IP_PROP29;IP_PROP40;IP_PROP33;IP_PROP39;IP_PROP35;IP_PROP25;IP_PROP46;IP_PROP38;IP_PROP31;IP_PROP36;IP_PROP30;IP_PROP23;IP_PROP21;IP_PROP22;IP_PROP24;IC_GROUP0;IC_GROUP1;IC_GROUP2;
239;Восстанавливающее средство 25 мл CHRISTMAS EDITION Light;239;Y;09.10.2018 21:48:00;;;Восстанавливающее средство 25 мл CHRISTMAS EDITION Light;text;;Восстанавливающее средство 25 мл CHRISTMAS EDITION Light;;Vosstanavlivajushhee_sredstvo_25_ml_CHRISTMAS_EDITION_Light;;;966060;1350;;Moroccanoil;;;;;;;;;25;;;;;;;;;Для волос;;
240;Набор 10-летний юбилей Moroccanoil;240;Y;09.10.2018 21:48:00;;;Набор 10-летний юбилей Moroccanoil;text;;Набор 10-летний юбилей Moroccanoil;;Nabor_10-letnij_jubilej_Moroccanoil;;;MOKIT95RRU 966909;5500;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
241;Спрей Идеальная защита «Perfect Defense» 225 мл;241;Y;09.10.2018 21:48:00;;;Спрей Идеальная защита «Perfect Defense» 225 мл;text;;Спрей Идеальная защита «Perfect Defense» 225 мл;;Sprej_Idealnaja_zashhita_Perfect_Defense_225_ml;;;664546;3250;;Moroccanoil;;;;;;;;;225;;;;;;;;;Для волос;;
242;Утолщающий лосьон Thickening Lotion 100 мл;242;Y;09.10.2018 21:48:00;;;Утолщающий лосьон Thickening Lotion 100 мл;text;;Утолщающий лосьон Thickening Lotion 100 мл;;Utolshhajushhij_loson_Thickening_Lotion_100_ml;;;877657;2150;;Moroccanoil;;;;;;;;;100;;;;;;;;;Для волос;;
243;Антистатик для волос Frizz control 100 мл;243;Y;09.10.2018 21:48:00;;;Антистатик для волос Frizz control 100 мл;text;;Антистатик для волос Frizz control 100 мл;;Antistatik_dlja_volos_Frizz_control___100_ml;;;627209/527209;2550;;Moroccanoil;;;;;;;;;100;;;;;;;;;Для волос;;
244;Cпрей для прикорневого объема волос Root Boost 250мл Moroccanoil;244;Y;09.10.2018 21:48:00;;;Cпрей для прикорневого объема волос Root Boost 250мл Moroccanoil;text;;Cпрей для прикорневого объема волос Root Boost 250мл Moroccanoil;;Cprej_dlja_prikornevogo_obema_volos_Root_Boost_250ml_Moroccanoil;;;344167;1500;;Moroccanoil;;;;;;;;;250;;;;;;;;;Для волос;;
245;Гель для укладки «Styling Gel Medium» Moroccanoil 180 мл;245;Y;09.10.2018 21:48:00;;;Гель для укладки «Styling Gel Medium» Moroccanoil 180 мл;text;;Гель для укладки «Styling Gel Medium» Moroccanoil 180 мл;;Gel_dlja_ukladki__Styling_Gel_Medium_Moroccanoil_180_ml;;;344624;2100;;Moroccanoil;;;;;;;;;180;;;;;;;;;Для волос;;
246;Крем CURL 300 мл для подчеркивания кудрей;246;Y;09.10.2018 21:48:00;;;Крем CURL 300 мл для подчеркивания кудрей;text;;Крем CURL 300 мл для подчеркивания кудрей;;Krem_CURL__300_ml_dlja_podcherkivanija_kudrej;;;521042;2650;;Moroccanoil;;;;;;;;;300;;;;;;;;;Для волос;;
247;Крем для оф. локонов «Curl Defining Cream» 250мл;247;Y;09.10.2018 21:48:00;;;Крем для оф. локонов «Curl Defining Cream» 250мл;text;;Крем для оф. локонов «Curl Defining Cream» 250мл;;Krem_dlja_of_lokonov_Curl_Defining_Cream_250ml;;;521424;2700;;Moroccanoil;;;;;;;;;250;;;;;;;;;Для волос;;
248;Крем моделирующий Molding Cream100 мл;248;Y;09.10.2018 21:48:00;;;Крем моделирующий Molding Cream100 мл;text;;Крем моделирующий Molding Cream100 мл;;Krem_modelirujushhij_Molding_Cream100_ml;;;344631;2100;;Moroccanoil;;;;;;;;;100;;;;;;;;;Для волос;;
249;Крем увлажняющий 300 Для всех типов волос;249;Y;09.10.2018 21:48:00;;;Крем увлажняющий 300 Для всех типов волос;text;;Крем увлажняющий 300 Для всех типов волос;;Krem_uvlazhnjajushhij_300__Dlja_vseh_tipov_volos;;;521028;2650;;Moroccanoil;;;;;;;;;300;;;;;;;;;Для волос;;
250;Лак сильной фиксации 330мл Moroccanoil;250;Y;09.10.2018 21:48:00;;;Лак сильной фиксации 330мл Moroccanoil;text;;Лак сильной фиксации 330мл Moroccanoil;;Lak_silnoj_fiksacii_330ml_Moroccanoil;;;521585;1950;;Moroccanoil;;;;;;;;;330;;;;;;;;;Для волос;;
251;Лак Extra Strong 330мл Moroccanoil;251;Y;09.10.2018 21:48:00;;;Лак Extra Strong 330мл Moroccanoil;text;;Лак Extra Strong 330мл Moroccanoil;;Lak_Extra_Strong_330ml_Moroccanoil;;;295048;1900;;Moroccanoil;;;;;;;;;330;;;;;;;;;Для волос;;
252;Лак эластичной фиксации Luminous Hairspray 330мл;252;Y;09.10.2018 21:48:00;;;Лак эластичной фиксации Luminous Hairspray 330мл;text;;Лак эластичной фиксации Luminous Hairspray 330мл;;Lak_jelastichnoj_fiksacii_Luminous_Hairspray_330ml;;;521592;1950;;Moroccanoil;;;;;;;;;330;;;;;;;;;Для волос;;
253;Мусс для кудрявых волос 150мл Moroccanoil;253;Y;09.10.2018 21:48:00;;;Мусс для кудрявых волос 150мл Moroccanoil;text;;Мусс для кудрявых волос 150мл Moroccanoil;;Muss_dlja_kudrjavyh_volos_150ml_Moroccanoil;;;521448;1900;;Moroccanoil;;;;;;;;;150;;;;;;;;;Для волос;;
254;Мусс объем 250мл Moroccanoil;254;Y;09.10.2018 21:48:00;;;Мусс объем 250мл Moroccanoil;text;;Мусс объем 250мл Moroccanoil;;Muss_obem_250ml_Moroccanoil;;;524174;1500;;Moroccanoil;;;;;;;;;250;;;;;;;;;Для волос;;
255;Мусс для пляжных локонов «Beach Wave Mousse» 175мл Moroccanoil;255;Y;09.10.2018 21:48:00;;;Мусс для пляжных локонов «Beach Wave Mousse» 175мл Moroccanoil;text;;Мусс для пляжных локонов «Beach Wave Mousse» 175мл Moroccanoil;;Muss_dlja_pljazhnyh_lokonov_Beach_Wave_Mousse_175ml_Moroccanoil;;;33700;2150;;Moroccanoil;;;;;;;;;175;;;;;;;;;Для волос;;
256;Сухой текстурирующий спрей для волос «Dry Texture Spray» 205мл Moroccanoil;256;Y;09.10.2018 21:48:00;;;Сухой текстурирующий спрей для волос «Dry Texture Spray» 205мл Moroccanoil;text;;Сухой текстурирующий спрей для волос «Dry Texture Spray» 205мл Moroccanoil;;Suhoj_teksturirujushhij_sprej_dlja_volos_Dry_Texture_Spray_205ml_Moroccanoil;;;33601;2150;;Moroccanoil;;;;;;;;;205;;;;;;;;;Для волос;;
257;Текстурная глина «Texture Clay» 75мл Moroccanoil;257;Y;09.10.2018 21:48:00;;;Текстурная глина «Texture Clay» 75мл Moroccanoil;text;;Текстурная глина «Texture Clay» 75мл Moroccanoil;;Teksturnaja_glina_Texture_Clay_75ml_Moroccanoil;;;33649;2300;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
258;Спрей для придания волосам мерцающего блеска «Glimmer Shine Spray»100мл;258;Y;09.10.2018 21:48:00;;;Спрей для придания волосам мерцающего блеска «Glimmer Shine Spray»100мл;text;;Спрей для придания волосам мерцающего блеска «Glimmer Shine Spray»100мл;;Sprej_dlja_pridanija_volosam_mercajushhego_bleska_Glimmer_Shine_Spray100ml;;;521134;2150;;Moroccanoil;;;;;;;;;100;;;;;;;;;Для волос;;
259;Концентрат для сушки феном «BLOW DRY CONCENTRATE», 50мл;259;Y;09.10.2018 21:48:00;;;Концентрат для сушки феном «BLOW DRY CONCENTRATE», 50мл;text;;Концентрат для сушки феном «BLOW DRY CONCENTRATE», 50мл;;Koncentrat_dlja_sushki_fenom_BLOW_DRY_CONCENTRATE;;;033731;2150;;Moroccanoil;;;;;;;;;50;;;;;;;;;Для волос;;
260;Средство для жирной кожей головы Oily Scalp Treatment 45 мл;260;Y;09.10.2018 21:48:00;;;Средство для жирной кожей головы Oily Scalp Treatment 45 мл;text;;Средство для жирной кожей головы Oily Scalp Treatment 45 мл;;Sredstvo_dlja__zhirnoj_kozhej_golovy_Oily_Scalp_Treatment_45_ml;;;521172;2400;;Moroccanoil;;;;;;;;;45;;;;;;;;;Для волос;;
261;Средство для сухой кожи головы Dry ScalpTreatment 45 мл;261;Y;09.10.2018 21:48:00;;;Средство для сухой кожи головы Dry ScalpTreatment 45 мл;text;;Средство для сухой кожи головы Dry ScalpTreatment 45 мл;;Sredstvo_dlja_suhoj_kozhi_golovy_Dry_ScalpTreatment_____45_ml;;;521165;2400;;Moroccanoil;;;;;;;;;45;;;;;;;;;Для волос;;
262;Шампунь 70мл восстанавливающий;262;Y;09.10.2018 21:48:00;;;Шампунь 70мл восстанавливающий;text;;Шампунь 70мл восстанавливающий;;Shampun_70ml___vosstanavlivajushhij;;;521950;750;;Moroccanoil;;;;;;;;;70;;;;;;;;;Для волос;;
263;Кондиционер70мл восстанавливающий;263;Y;09.10.2018 21:48:00;;;Кондиционер70мл восстанавливающий;text;;Кондиционер70мл восстанавливающий;;Kondicioner70ml___vosstanavlivajushhij;;;521967;750;;Moroccanoil;;;;;;;;;70;;;;;;;;;Для волос;;
264;Крем для оформления « Defining Cream» 75мл;264;Y;09.10.2018 21:48:00;;;Крем для оформления « Defining Cream» 75мл;text;;Крем для оформления « Defining Cream» 75мл;;Krem_dlja_oformlenija___Defining_Cream_75ml;;;521400;850;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
265;Маска 75мл интенсивно увлажняющая;265;Y;09.10.2018 21:48:00;;;Маска 75мл интенсивно увлажняющая;text;;Маска 75мл интенсивно увлажняющая;;Maska_75ml_intensivno_uvlazhnjajushhaja;;;521691;850;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
266;Лак 75мл для волос сильной фиксации;266;Y;09.10.2018 21:48:00;;;Лак 75мл для волос сильной фиксации;text;;Лак 75мл для волос сильной фиксации;;Lak_75ml_dlja_volos_silnoj_fiksacii;;;627469;850;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
267;Лак 75мл сияющий для волос эласт. фиксации;267;Y;09.10.2018 21:48:00;;;Лак 75мл сияющий для волос эласт. фиксации;text;;Лак 75мл сияющий для волос эласт. фиксации;;Lak_75ml_sijajushhij_dlja_volos_jelast_fiksacii;;;521851;850;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
268;Крем для укладки волос увлажняющий 75мл для всех типов волос «Hydrating Styling Cream»;268;Y;09.10.2018 21:48:00;;;Крем для укладки волос увлажняющий 75мл для всех типов волос «Hydrating Styling Cream»;text;;Крем для укладки волос увлажняющий 75мл для всех типов волос «Hydrating Styling Cream»;;Krem_dlja_ukladki_volos_uvlazhnjajushhij_75ml_dlja_vseh_tipov_volos_Hydrating_Styling_Cream;;;521479;850;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
269;Лак 75мл Extra Strong;269;Y;09.10.2018 21:48:00;;;Лак 75мл Extra Strong;text;;Лак 75мл Extra Strong;;Lak__75ml__Extra_Strong;;;877848;850;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
270;Мусс для пляжных локонов «Beach Wave Mousse» 75мл Moroccanoil;270;Y;09.10.2018 21:48:00;;;Мусс для пляжных локонов «Beach Wave Mousse» 75мл Moroccanoil;text;;Мусс для пляжных локонов «Beach Wave Mousse» 75мл Moroccanoil;;Muss_dlja_pljazhnyh_lokonov_Beach_Wave_Mousse_75ml_Moroccanoil;;;33724;1300;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
271;Сухой текстурирующий спрей для волос «Dry Texture Spray» 60мл Moroccanoil;271;Y;09.10.2018 21:48:00;;;Сухой текстурирующий спрей для волос «Dry Texture Spray» 60мл Moroccanoil;text;;Сухой текстурирующий спрей для волос «Dry Texture Spray» 60мл Moroccanoil;;Suhoj_teksturirujushhij_sprej_dlja_volos_Dry_Texture_Spray_60ml_Moroccanoil;;;33618;1000;;Moroccanoil;;;;;;;;;60;;;;;;;;;Для волос;;
272;Спрей Идеальная защита «Perfect Defense» 75 мл;272;Y;09.10.2018 21:48:00;;;Спрей Идеальная защита «Perfect Defense» 75 мл;text;;Спрей Идеальная защита «Perfect Defense» 75 мл;;Sprej_Idealnaja_zashhita_Perfect_Defense_75_ml;;;664553;1700;;Moroccanoil;;;;;;;;;75;;;;;;;;;Для волос;;
273;Брашинг CeramicION 25CI Moroccanoil;273;Y;09.10.2018 21:48:00;;;Брашинг CeramicION 25CI Moroccanoil;text;;Брашинг CeramicION 25CI Moroccanoil;;Brashing_CeramicION__25CI_Moroccanoil;;;MO-25;1450;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
274;Брашинг CeramicION 35CI Moroccanoil;274;Y;09.10.2018 21:48:00;;;Брашинг CeramicION 35CI Moroccanoil;text;;Брашинг CeramicION 35CI Moroccanoil;;Brashing_CeramicION__35CI_Moroccanoil;;;MO-35;1650;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
275;Брашинг CeramicION 45CI Moroccanoil;275;Y;09.10.2018 21:48:00;;;Брашинг CeramicION 45CI Moroccanoil;text;;Брашинг CeramicION 45CI Moroccanoil;;Brashing_CeramicION__45CI_Moroccanoil;;;MO-45;2150;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
276;Брашинг CeramicION CI55 Moroccanoil;276;Y;09.10.2018 21:48:00;;;Брашинг CeramicION CI55 Moroccanoil;text;;Брашинг CeramicION CI55 Moroccanoil;;Brashing_CeramicION__CI55_Moroccanoil;;;MO-55;2150;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
277;Щетка Лопатка CeramicION Brush CI;277;Y;09.10.2018 21:48:00;;;Щетка Лопатка CeramicION Brush CI;text;;Щетка Лопатка CeramicION Brush CI;;Shhetka_Lopatka_CeramicION__Brush_CI__;;;MO-P80;1650;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
278;Расчески карбоновые с металлической ручкой CC-T Moroccanoil;278;Y;09.10.2018 21:48:00;;;Расчески карбоновые с металлической ручкой CC-T Moroccanoil;text;;Расчески карбоновые с металлической ручкой CC-T Moroccanoil;;Rascheski_karbonovye__s_metallicheskoj_ruchkoj_CC-T_Moroccanoil;;;MO-COMBCCT;950;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
279;Расчески карбоновые 7 CC-1 Moroccanoil;279;Y;09.10.2018 21:48:00;;;Расчески карбоновые 7 CC-1 Moroccanoil;text;;Расчески карбоновые 7 CC-1 Moroccanoil;;Rascheski_karbonovye_7_CC-1_Moroccanoil;;;MO-COMBCC1;950;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
280;Расчески карбоновые 8 1/2 CC-2 Moroccanoil;280;Y;09.10.2018 21:48:00;;;Расчески карбоновые 8 1/2 CC-2 Moroccanoil;text;;Расчески карбоновые 8 1/2 CC-2 Moroccanoil;;Rascheski_karbonovye_8_12__CC-2_Moroccanoil;;;MO-COMBCC2;950;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
281;Расчески карбоновые с усиленным гребнем CC-3 Moroccanoil;281;Y;09.10.2018 21:48:00;;;Расчески карбоновые с усиленным гребнем CC-3 Moroccanoil;text;;Расчески карбоновые с усиленным гребнем CC-3 Moroccanoil;;Rascheski_karbonovye_s_usilennym_grebnem_CC-3_Moroccanoil;;;MO-COMBCC3;950;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
282;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB25 Moroccanoil;282;Y;09.10.2018 21:48:00;;;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB25 Moroccanoil;text;;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB25 Moroccanoil;;Shhetka_derevjannaja_kollekcionnaja_s_krugloj_termokeramicheskoj_nasadkoj_WTB25_Moroccanoil;;;827134 MO-WTB25;4350;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
283;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB35 Moroccanoil;283;Y;09.10.2018 21:48:00;;;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB35 Moroccanoil;text;;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB35 Moroccanoil;;Shhetka_derevjannaja_kollekcionnaja_s_krugloj_termokeramicheskoj_nasadkoj_WTB35_Moroccanoil;;;827141 MO-WTB35;4950;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
284;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB45 Moroccanoil;284;Y;09.10.2018 21:48:00;;;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB45 Moroccanoil;text;;Щетка деревянная коллекционная с круглой термокерамической насадкой WTB45 Moroccanoil;;Shhetka_derevjannaja_kollekcionnaja_s_krugloj_termokeramicheskoj_nasadkoj_WTB45_Moroccanoil;;;827158 MO-WTB45;4950;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
285;Щетка деревянная коллекционная с плоской термокерамической насадкой WPC Moroccanoil;285;Y;09.10.2018 21:48:00;;;Щетка деревянная коллекционная с плоской термокерамической насадкой WPC Moroccanoil;text;;Щетка деревянная коллекционная с плоской термокерамической насадкой WPC Moroccanoil;;Shhetka_derevjannaja_kollekcionnaja_s_ploskoj_termokeramicheskoj_nasadkoj_WPC_Moroccanoil;;;827165 MO-WPC;4350;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
286;Щетка деревянная коллекционная с термокерамической насадкой для начеса WTEC Moroccanoil;286;Y;09.10.2018 21:48:00;;;Щетка деревянная коллекционная с термокерамической насадкой для начеса WTEC Moroccanoil;text;;Щетка деревянная коллекционная с термокерамической насадкой для начеса WTEC Moroccanoil;;Shhetka_derevjannaja_kollekcionnaja_s_termokeramicheskoj_nasadkoj_dlja_nachesa_WTEC_Moroccanoil;;;827172 MO-WTEC;2150;;Moroccanoil;;;;;;;;;1;;;;;;;;;Для волос;;
287;Набор Система 1 150мл150мл50мл;287;Y;09.10.2018 21:48:00;;;Набор Система 1 150мл150мл50мл;text;;Набор Система 1 150мл150мл50мл;;Nabor_Sistema_1_150ml150ml50ml;;;81630783;2500;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
288;Набор Система 1 XXL-ФОРМАТ 300мл300мл100мл;288;Y;09.10.2018 21:48:00;;;Набор Система 1 XXL-ФОРМАТ 300мл300мл100мл;text;;Набор Система 1 XXL-ФОРМАТ 300мл300мл100мл;;Nabor_Sistema_1_XXL-FORMAT_300ml300ml100ml;;;81630823;4050;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
289;Очищающий шампунь Система 1 300 мл;289;Y;09.10.2018 21:48:00;;;Очищающий шампунь Система 1 300 мл;text;;Очищающий шампунь Система 1 300 мл;;Ochishhajushhij_shampun_Sistema_1_300_ml;;;81630626;1250;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
290;Увлажняющий кондиционер Cистема 1 300 мл;290;Y;09.10.2018 21:48:00;;;Увлажняющий кондиционер Cистема 1 300 мл;text;;Увлажняющий кондиционер Cистема 1 300 мл;;Uvlazhnjajushhij_kondicioner_Cistema_1_300_ml;;;81630649;1750;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
291;Питательная маска Система 1 100 мл;291;Y;09.10.2018 21:48:00;;;Питательная маска Система 1 100 мл;text;;Питательная маска Система 1 100 мл;;Pitatelnaja_maska_Sistema_1_100_ml;;;81630663;2000;;Nioxin;;;;;;;;;100;;;;;;;;;Для волос;;
292;Набор Система 2 150мл150мл50мл;292;Y;09.10.2018 21:48:00;;;Набор Система 2 150мл150мл50мл;text;;Набор Система 2 150мл150мл50мл;;Nabor_Sistema_2_150ml150ml50ml;;;81630790;2500;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
293;Набор Система 2 XXL-ФОРМАТ 300мл300мл100мл;293;Y;09.10.2018 21:48:00;;;Набор Система 2 XXL-ФОРМАТ 300мл300мл100мл;text;;Набор Система 2 XXL-ФОРМАТ 300мл300мл100мл;;Nabor_Sistema_2_XXL-FORMAT_300ml300ml100ml;;;81630827;4050;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
294;Очищающий шампунь Система 2 300 мл;294;Y;09.10.2018 21:48:00;;;Очищающий шампунь Система 2 300 мл;text;;Очищающий шампунь Система 2 300 мл;;Ochishhajushhij_shampun_Sistema_2_300_ml;;;81630627;1250;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
295;Увлажняющий кондиционер Cистема 2 300 мл;295;Y;09.10.2018 21:48:00;;;Увлажняющий кондиционер Cистема 2 300 мл;text;;Увлажняющий кондиционер Cистема 2 300 мл;;Uvlazhnjajushhij_kondicioner_Cistema_2_300_ml;;;81630650;1750;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
296;Питательная маска Система 2 100 мл;296;Y;09.10.2018 21:48:00;;;Питательная маска Система 2 100 мл;text;;Питательная маска Система 2 100 мл;;Pitatelnaja_maska_Sistema_2_100_ml;;;81630669;2000;;Nioxin;;;;;;;;;100;;;;;;;;;Для волос;;
297;Набор Система 3 150мл150мл50мл;297;Y;09.10.2018 21:48:00;;;Набор Система 3 150мл150мл50мл;text;;Набор Система 3 150мл150мл50мл;;Nabor_Sistema_3_150ml150ml50ml;;;81630797;2500;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
298;Набор Система 3 XXL-ФОРМАТ 300мл300мл100мл;298;Y;09.10.2018 21:48:00;;;Набор Система 3 XXL-ФОРМАТ 300мл300мл100мл;text;;Набор Система 3 XXL-ФОРМАТ 300мл300мл100мл;;Nabor_Sistema_3_XXL-FORMAT_300ml300ml100ml;;;81630832;4050;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
299;Очищающий шампунь Система 3 300 мл;299;Y;09.10.2018 21:48:00;;;Очищающий шампунь Система 3 300 мл;text;;Очищающий шампунь Система 3 300 мл;;Ochishhajushhij_shampun_Sistema_3_300_ml;;;81630628;1250;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
300;Увлажняющий кондиционер Cистема 3 300 мл;300;Y;09.10.2018 21:48:00;;;Увлажняющий кондиционер Cистема 3 300 мл;text;;Увлажняющий кондиционер Cистема 3 300 мл;;Uvlazhnjajushhij_kondicioner_Cistema_3_300_ml;;;81630651;1750;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
301;Питательная маска Система 3 100 мл;301;Y;09.10.2018 21:48:00;;;Питательная маска Система 3 100 мл;text;;Питательная маска Система 3 100 мл;;Pitatelnaja_maska_Sistema_3_100_ml;;;81630675;2000;;Nioxin;;;;;;;;;100;;;;;;;;;Для волос;;
302;Набор Система 4 150мл150мл50мл;302;Y;09.10.2018 21:48:00;;;Набор Система 4 150мл150мл50мл;text;;Набор Система 4 150мл150мл50мл;;Nabor_Sistema_4_150ml150ml50ml;;;81630804;2500;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
303;Набор Система 4 XXL-ФОРМАТ 300мл300мл100мл;303;Y;09.10.2018 21:48:00;;;Набор Система 4 XXL-ФОРМАТ 300мл300мл100мл;text;;Набор Система 4 XXL-ФОРМАТ 300мл300мл100мл;;Nabor_Sistema_4_XXL-FORMAT_300ml300ml100ml;;;81630837;4050;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
304;Очищающий шампунь Система 4 300 мл;304;Y;09.10.2018 21:48:00;;;Очищающий шампунь Система 4 300 мл;text;;Очищающий шампунь Система 4 300 мл;;Ochishhajushhij_shampun_Sistema_4_300_ml;;;81630629;1250;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
305;Увлажняющий кондиционер Cистема 4 300 мл;305;Y;09.10.2018 21:48:00;;;Увлажняющий кондиционер Cистема 4 300 мл;text;;Увлажняющий кондиционер Cистема 4 300 мл;;Uvlazhnjajushhij_kondicioner_Cistema_4_300_ml;;;81630652;1750;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
306;Питательная маска Система 4 100 мл;306;Y;09.10.2018 21:48:00;;;Питательная маска Система 4 100 мл;text;;Питательная маска Система 4 100 мл;;Pitatelnaja_maska_Sistema_4_100_ml;;;81630682;2000;;Nioxin;;;;;;;;;100;;;;;;;;;Для волос;;
307;Набор Система 5 150мл150мл50мл;307;Y;09.10.2018 21:48:00;;;Набор Система 5 150мл150мл50мл;text;;Набор Система 5 150мл150мл50мл;;Nabor_Sistema_5_150ml150ml50ml;;;81630811;2500;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
308;Набор Система 5 XXL-ФОРМАТ 300мл300мл100мл;308;Y;09.10.2018 21:48:00;;;Набор Система 5 XXL-ФОРМАТ 300мл300мл100мл;text;;Набор Система 5 XXL-ФОРМАТ 300мл300мл100мл;;Nabor_Sistema_5_XXL-FORMAT_300ml300ml100ml;;;81630841;4050;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
309;Очищающий шампунь Система 5 300 мл;309;Y;09.10.2018 21:48:00;;;Очищающий шампунь Система 5 300 мл;text;;Очищающий шампунь Система 5 300 мл;;Ochishhajushhij_shampun_Sistema_5_300_ml;;;81630630;1250;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
310;Увлажняющий кондиционер Cистема 5 300 мл;310;Y;09.10.2018 21:48:00;;;Увлажняющий кондиционер Cистема 5 300 мл;text;;Увлажняющий кондиционер Cистема 5 300 мл;;Uvlazhnjajushhij_kondicioner_Cistema_5_300_ml;;;81630653;1750;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
311;Питательная маска Система 5 100 мл;311;Y;09.10.2018 21:48:00;;;Питательная маска Система 5 100 мл;text;;Питательная маска Система 5 100 мл;;Pitatelnaja_maska_Sistema_5_100_ml;;;81630690;2000;;Nioxin;;;;;;;;;100;;;;;;;;;Для волос;;
312;Набор Система 6 150мл150мл50мл;312;Y;09.10.2018 21:48:00;;;Набор Система 6 150мл150мл50мл;text;;Набор Система 6 150мл150мл50мл;;Nabor_Sistema_6_150ml150ml50ml;;;81630818;2500;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
313;Набор Система 6 XXL-ФОРМАТ 300мл300мл100мл;313;Y;09.10.2018 21:48:00;;;Набор Система 6 XXL-ФОРМАТ 300мл300мл100мл;text;;Набор Система 6 XXL-ФОРМАТ 300мл300мл100мл;;Nabor_Sistema_6_XXL-FORMAT_300ml300ml100ml;;;81630846;4050;;Nioxin;;;;;;;;;1;;;;;;;;;Для волос;;
314;Очищающий шампунь Система 6 300 мл;314;Y;09.10.2018 21:48:00;;;Очищающий шампунь Система 6 300 мл;text;;Очищающий шампунь Система 6 300 мл;;Ochishhajushhij_shampun_Sistema_6_300_ml;;;81630631;1250;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
315;Увлажняющий кондиционер Cистема 6 300 мл;315;Y;09.10.2018 21:48:00;;;Увлажняющий кондиционер Cистема 6 300 мл;text;;Увлажняющий кондиционер Cистема 6 300 мл;;Uvlazhnjajushhij_kondicioner_Cistema_6_300_ml;;;81630654;1750;;Nioxin;;;;;;;;;300;;;;;;;;;Для волос;;
